package,authors,description,url,msc,verified
orders,,"Abstract orders, lattices, fix points.",https://github.com/nasa/pvslib/blob/master/orders/README.md,06B99,True
power,,Generalized Power function (without ln/exp).,https://github.com/nasa/pvslib/blob/master/power/README.md,Exclude-Util,True
probability,,Probability theory.,https://github.com/nasa/pvslib/blob/master/probability/README.md,60A05,True
PVS0,,Formalization of fundamental computability concepts.,https://github.com/nasa/pvslib/blob/master/PVS0/README.md,03D80,True
PVSioChecker,,Animation of PVS specifications.,https://github.com/nasa/pvslib/blob/master/PVSioChecker/README.md,Exclude-Util,True
reals,,"Summations, sup, inf, sqrt over the reals, absolute value, etc.",https://github.com/nasa/pvslib/blob/master/reals/README.md,Exclude-Util,True
Riemann,,Riemann integral.,https://github.com/nasa/pvslib/blob/master/Riemann/README.md,26A42,True
scott,,Scott topology.,https://github.com/nasa/pvslib/blob/master/scott/README.md,06A06,True
series,,"Power series, comparison test, ratio test, Taylor's theorem.",https://github.com/nasa/pvslib/blob/master/series/README.md,41A58,True
sets_aux,,"Power sets, orders, cardinality over infinite sets. Includes functional and relational facts based on Axiom of Choice and refinement relations based on equivalence relations.",https://github.com/nasa/pvslib/blob/master/sets_aux/README.md,03E25,True
shapes,,"2D-Shapes: triangle, parallelogram, rectangle, circular segment",https://github.com/nasa/pvslib/blob/master/shapes/README.md,Exclude-Util,True
sigma_set,,Summations over countably infinite sets.,https://github.com/nasa/pvslib/blob/master/sigma_set/README.md,40D05,True
sorting,,Sorting algorithms.,https://github.com/nasa/pvslib/blob/master/sorting/README.md,68P10,True
structures,,"Bounded arrays, finite sequences, bags, and several other structures.",https://github.com/nasa/pvslib/blob/master/structures/README.md,68P05,True
Sturm,,Formalization of Sturm's theorem for univariate polynomials. Includes strategies sturm and mono-poly for automatically proving univariate polynomial relations over a real interval.,https://github.com/nasa/pvslib/blob/master/Sturm/README.md,65H04,True
Tarski,,Formalization of Tarski's theorem for univariate polynomials. Includes strategy tarski for automatically proving systems of univariate polynomial relations on the real line.,https://github.com/nasa/pvslib/blob/master/Tarski/README.md,65H04,True
topology,,"Continuity, homeomorphisms, connected and compact spaces, Borel sets/functions.",https://github.com/nasa/pvslib/blob/master/topology/README.md,54A05,True
trig,,"Trigonometry: definitions, identities, approximations.",https://github.com/nasa/pvslib/blob/master/trig/README.md,Exclude-Util,True
TRS,,Term rewrite systems and Robinson unification algorithm.,https://github.com/nasa/pvslib/blob/master/TRS/README.md,68Q42,True
TU_games,,Cooperative TU-games.,https://github.com/nasa/pvslib/blob/master/TU_games/README.md,91A12,True
vect_analysis,,"Limits, continuity, and derivatives of vector functions.",https://github.com/nasa/pvslib/blob/master/vect_analysis/README.md,28B05,True
vectors,,"2-D, 3-D, 4-D, and n-dimensional vectors.",https://github.com/nasa/pvslib/blob/master/vectors/README.md,Exclude-Util,True
while,,Semantics for the programming language While.,https://github.com/nasa/pvslib/blob/master/while/README.md,68N15,True
